file_path,file_name,source,split,class,label_encoded
../../data/spaete_splits/only_uu/train/normal/NB110a.jpg,NB110a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB259a.jpg,NB259a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB5a.jpg,NB5a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB196a.jpg,NB196a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB45a.jpg,NB45a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB146a.jpg,NB146a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB267a.jpg,NB267a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB66a.jpg,NB66a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB162a.jpg,NB162a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB103a.jpg,NB103a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB20a.jpg,NB20a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB273a.jpg,NB273a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB278a.jpg,NB278a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB251a.jpg,NB251a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB50a.jpg,NB50a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB213a.jpg,NB213a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB114a.jpg,NB114a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB224a.jpg,NB224a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB194a.jpg,NB194a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB106a.jpg,NB106a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB22a.jpg,NB22a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB200a.jpg,NB200a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB149a.jpg,NB149a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB175a.jpg,NB175a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB240a.jpg,NB240a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB236a.jpg,NB236a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB235a.jpg,NB235a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB145a.jpg,NB145a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB69a.jpg,NB69a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB234a.jpg,NB234a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB71a.jpg,NB71a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB62a.jpg,NB62a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB46a.jpg,NB46a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB128a.jpg,NB128a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB121a.jpg,NB121a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB232a.jpg,NB232a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB142a.jpg,NB142a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB3a.jpg,NB3a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB199a.jpg,NB199a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB41a.jpg,NB41a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB122a.jpg,NB122a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB171a.jpg,NB171a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB43a.jpg,NB43a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB129a.jpg,NB129a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB75a.jpg,NB75a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB147a.jpg,NB147a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB218a.jpg,NB218a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB117a.jpg,NB117a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB238a.jpg,NB238a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB269a.jpg,NB269a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB209a.jpg,NB209a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB239a.jpg,NB239a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB136a.jpg,NB136a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB262a.jpg,NB262a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB265a.jpg,NB265a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB172a.jpg,NB172a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB76a.jpg,NB76a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB247a.jpg,NB247a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB127a.jpg,NB127a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB105a.jpg,NB105a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB150a.jpg,NB150a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB220a.jpg,NB220a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB226a.jpg,NB226a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB214a.jpg,NB214a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB161a.jpg,NB161a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB228a.jpg,NB228a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB166a.jpg,NB166a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB201a.jpg,NB201a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB275a.jpg,NB275a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB24a.jpg,NB24a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB198a.jpg,NB198a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB153a.jpg,NB153a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB57a.jpg,NB57a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB155a.jpg,NB155a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB271a.jpg,NB271a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB19a.jpg,NB19a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB210a.jpg,NB210a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB260a.jpg,NB260a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB266a.jpg,NB266a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB108a.jpg,NB108a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB204a.jpg,NB204a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB137a.jpg,NB137a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB241a.jpg,NB241a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB44a.jpg,NB44a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB212a.jpg,NB212a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB252a.jpg,NB252a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB255a.jpg,NB255a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB192a.jpg,NB192a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB48a.jpg,NB48a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB207a.jpg,NB207a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB243a.jpg,NB243a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB133a.jpg,NB133a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB116a.jpg,NB116a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB179a.jpg,NB179a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB107a.jpg,NB107a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB111a.jpg,NB111a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB126a.jpg,NB126a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB65a.jpg,NB65a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB119a.jpg,NB119a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB248a.jpg,NB248a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB140a.jpg,NB140a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB181a.jpg,NB181a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB49a.jpg,NB49a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB143a.jpg,NB143a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB253a.jpg,NB253a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB250a.jpg,NB250a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB16a.jpg,NB16a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB113a.jpg,NB113a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB202a.jpg,NB202a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB208a.jpg,NB208a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB189a.jpg,NB189a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB205a.jpg,NB205a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB123a.jpg,NB123a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB223a.jpg,NB223a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB28a.jpg,NB28a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB246a.jpg,NB246a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB21a.jpg,NB21a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB227a.jpg,NB227a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB217a.jpg,NB217a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB187a.jpg,NB187a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB190a.jpg,NB190a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB13a.jpg,NB13a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB256a.jpg,NB256a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB229a.jpg,NB229a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB231a.jpg,NB231a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB156a.jpg,NB156a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB279a.jpg,NB279a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB264a.jpg,NB264a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB206a.jpg,NB206a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB11a.jpg,NB11a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB1a.jpg,NB1a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB118a.jpg,NB118a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB29a.jpg,NB29a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB63a.jpg,NB63a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB230a.jpg,NB230a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB186a.jpg,NB186a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB183a.jpg,NB183a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB74a.jpg,NB74a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB180a.jpg,NB180a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB120a.jpg,NB120a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB165a.jpg,NB165a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB52a.jpg,NB52a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB135a.jpg,NB135a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB178a.jpg,NB178a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB249a.jpg,NB249a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB164a.jpg,NB164a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB157a.jpg,NB157a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB158a.jpg,NB158a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB51a.jpg,NB51a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB257a.jpg,NB257a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB112a.jpg,NB112a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB244a.jpg,NB244a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB263a.jpg,NB263a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB169a.jpg,NB169a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB56a.jpg,NB56a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB151a.jpg,NB151a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB152a.jpg,NB152a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB100a.jpg,NB100a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB61a.jpg,NB61a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB102a.jpg,NB102a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB185a.jpg,NB185a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB47a.jpg,NB47a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB104a.jpg,NB104a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB68a.jpg,NB68a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB144a.jpg,NB144a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB54a.jpg,NB54a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB221a.jpg,NB221a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB163a.jpg,NB163a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB25a.jpg,NB25a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB37a.jpg,NB37a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB188a.jpg,NB188a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB40a.jpg,NB40a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB261a.jpg,NB261a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB258a.jpg,NB258a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB233a.jpg,NB233a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB64a.jpg,NB64a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB72a.jpg,NB72a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB17a.jpg,NB17a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB270a.jpg,NB270a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB124a.jpg,NB124a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB27a.jpg,NB27a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB222a.jpg,NB222a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB70a.jpg,NB70a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB173a.jpg,NB173a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB168a.jpg,NB168a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB268a.jpg,NB268a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB139a.jpg,NB139a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB55a.jpg,NB55a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB115a.jpg,NB115a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB36a.jpg,NB36a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB101a.jpg,NB101a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB6a.jpg,NB6a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB245a.jpg,NB245a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB237a.jpg,NB237a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB12a.jpg,NB12a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB39a.jpg,NB39a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB225a.jpg,NB225a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB125a.jpg,NB125a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/normal/NB174a.jpg,NB174a.jpg,UKU_old_split,train,H,3
../../data/spaete_splits/only_uu/train/covid/C14a.jpg,C14a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C26a.jpg,C26a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C62a.jpg,C62a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C97a.jpg,C97a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C56a.jpg,C56a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C6a.jpg,C6a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C105a.jpg,C105a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C74a.jpg,C74a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C89a.jpg,C89a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C29a.jpg,C29a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C86a.jpg,C86a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C81a.jpg,C81a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C28a.jpg,C28a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C24a.jpg,C24a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C64a.jpg,C64a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C84a.jpg,C84a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C33a.jpg,C33a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C88a.jpg,C88a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C104a.jpg,C104a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C79a.jpg,C79a.jpg,UKU_old_split,train,C,1
../../data/spaete_splits/only_uu/train/covid/C41a.jpg,C41a.jpg,UKU_old_split,train,C,1
